# t      x1       y1       x2       y2       x3       y3      
8.036    0.715    -0.193   0.344    0.406    -1.060   -0.213  


8.051    0.731    -0.190   0.330    0.396    -1.060   -0.206  


8.067    0.746    -0.186   0.315    0.384    -1.061   -0.198  


8.084    0.762    -0.181   0.299    0.371    -1.061   -0.190  


8.102    0.778    -0.175   0.283    0.357    -1.061   -0.182  


8.120    0.795    -0.169   0.266    0.342    -1.061   -0.173  


8.139    0.811    -0.162   0.249    0.326    -1.060   -0.164  


8.159    0.827    -0.155   0.232    0.309    -1.060   -0.154  


8.178    0.843    -0.147   0.216    0.291    -1.059   -0.144  


8.198    0.858    -0.138   0.199    0.273    -1.057   -0.135  


8.218    0.873    -0.130   0.183    0.254    -1.055   -0.125  


8.238    0.887    -0.120   0.166    0.235    -1.053   -0.114  


8.259    0.901    -0.110   0.150    0.214    -1.051   -0.104  


8.281    0.915    -0.100   0.133    0.193    -1.048   -0.093  


8.303    0.928    -0.089   0.116    0.170    -1.044   -0.081  


8.326    0.941    -0.077   0.099    0.146    -1.040   -0.069  


8.351    0.954    -0.064   0.081    0.121    -1.035   -0.056  


8.377    0.966    -0.051   0.062    0.094    -1.029   -0.043  


8.404    0.979    -0.037   0.043    0.065    -1.022   -0.028  


8.434    0.991    -0.021   0.022    0.034    -1.013   -0.013  


8.466    1.003    -0.004   0.000    0.000    -1.002   0.004   


8.500    1.014    0.014    -0.024   -0.037   -0.989   0.023   


8.536    1.024    0.033    -0.050   -0.075   -0.974   0.042   


8.569    1.032    0.051    -0.073   -0.110   -0.959   0.059   


8.599    1.039    0.066    -0.095   -0.141   -0.944   0.074   


8.627    1.044    0.081    -0.115   -0.169   -0.929   0.088   


8.653    1.048    0.094    -0.136   -0.196   -0.913   0.101   


8.678    1.051    0.107    -0.154   -0.220   -0.897   0.113   


8.701    1.054    0.119    -0.173   -0.243   -0.881   0.124   


8.724    1.056    0.130    -0.192   -0.265   -0.865   0.134   


8.746    1.058    0.141    -0.210   -0.285   -0.848   0.144   


8.768    1.059    0.152    -0.228   -0.305   -0.831   0.153   


8.788    1.060    0.162    -0.246   -0.323   -0.814   0.161   


8.809    1.061    0.172    -0.264   -0.340   -0.797   0.168   


8.829    1.061    0.182    -0.283   -0.357   -0.779   0.175   


8.849    1.061    0.191    -0.301   -0.372   -0.760   0.181   


8.867    1.061    0.200    -0.318   -0.386   -0.743   0.187   


8.885    1.060    0.208    -0.335   -0.400   -0.725   0.191   


8.901    1.060    0.216    -0.351   -0.411   -0.709   0.195   


8.917    1.059    0.224    -0.367   -0.422   -0.692   0.198   


8.933    1.058    0.231    -0.382   -0.431   -0.676   0.201   


8.948    1.057    0.238    -0.397   -0.440   -0.660   0.203   


8.962    1.055    0.244    -0.411   -0.449   -0.644   0.204   


8.976    1.054    0.251    -0.425   -0.456   -0.629   0.206   


8.990    1.053    0.257    -0.439   -0.463   -0.614   0.206   


9.003    1.051    0.263    -0.452   -0.470   -0.599   0.207   


9.016    1.050    0.269    -0.465   -0.476   -0.585   0.207   


9.029    1.048    0.275    -0.478   -0.481   -0.570   0.207   


9.042    1.046    0.280    -0.491   -0.486   -0.555   0.206   


9.055    1.044    0.286    -0.504   -0.491   -0.540   0.205   


9.068    1.042    0.292    -0.517   -0.495   -0.525   0.204   


9.081    1.040    0.298    -0.531   -0.500   -0.509   0.202   


9.095    1.038    0.304    -0.544   -0.503   -0.493   0.200   


9.108    1.035    0.310    -0.558   -0.507   -0.477   0.197   


9.123    1.032    0.316    -0.572   -0.510   -0.460   0.194   


9.137    1.029    0.322    -0.586   -0.513   -0.443   0.191   


9.152    1.026    0.328    -0.600   -0.515   -0.426   0.187   


9.167    1.023    0.335    -0.615   -0.517   -0.408   0.183   


9.182    1.019    0.341    -0.629   -0.519   -0.390   0.178   


9.198    1.015    0.348    -0.644   -0.520   -0.371   0.173   


9.214    1.011    0.354    -0.659   -0.521   -0.352   0.167   


9.231    1.006    0.361    -0.674   -0.521   -0.332   0.160   


9.248    1.001    0.368    -0.689   -0.521   -0.312   0.153   


9.267    0.996    0.376    -0.705   -0.520   -0.291   0.145   


9.286    0.989    0.384    -0.722   -0.519   -0.268   0.135   


9.308    0.982    0.392    -0.739   -0.517   -0.243   0.125   


9.330    0.974    0.401    -0.757   -0.514   -0.217   0.113   


9.354    0.965    0.410    -0.775   -0.511   -0.190   0.101   


9.378    0.956    0.419    -0.793   -0.506   -0.163   0.087   


9.403    0.945    0.428    -0.811   -0.501   -0.134   0.073   


9.429    0.933    0.438    -0.829   -0.495   -0.105   0.057   


9.457    0.921    0.447    -0.846   -0.488   -0.074   0.041   


9.486    0.906    0.457    -0.864   -0.480   -0.042   0.023   


9.517    0.890    0.467    -0.882   -0.471   -0.008   0.004   


9.550    0.871    0.477    -0.900   -0.461   0.029    -0.016  


9.584    0.851    0.486    -0.917   -0.450   0.067    -0.037  


9.618    0.828    0.495    -0.934   -0.438   0.105    -0.057  


9.648    0.808    0.502    -0.947   -0.427   0.139    -0.075  


9.678    0.786    0.508    -0.959   -0.416   0.173    -0.092  


9.707    0.765    0.513    -0.970   -0.405   0.205    -0.108  


9.734    0.744    0.516    -0.980   -0.394   0.236    -0.122  


9.759    0.723    0.519    -0.989   -0.384   0.266    -0.135  


9.783    0.703    0.521    -0.996   -0.375   0.293    -0.146  


9.804    0.685    0.521    -1.003   -0.366   0.318    -0.155  


9.823    0.667    0.521    -1.008   -0.358   0.341    -0.163  


9.842    0.650    0.521    -1.013   -0.351   0.363    -0.170  


9.860    0.633    0.519    -1.018   -0.343   0.384    -0.176  


9.878    0.617    0.518    -1.022   -0.336   0.405    -0.182  


9.895    0.601    0.516    -1.026   -0.329   0.425    -0.187  


9.911    0.585    0.513    -1.029   -0.322   0.444    -0.191  


9.927    0.570    0.510    -1.033   -0.315   0.463    -0.195  


9.942    0.555    0.506    -1.036   -0.308   0.481    -0.198  


9.957    0.540    0.502    -1.038   -0.302   0.498    -0.201  


9.971    0.525    0.498    -1.041   -0.295   0.515    -0.203  


9.985    0.511    0.493    -1.043   -0.289   0.532    -0.204  


9.999    0.497    0.489    -1.045   -0.283   0.548    -0.206  


10.013   0.484    0.483    -1.047   -0.277   0.563    -0.206  


10.026   0.471    0.478    -1.049   -0.271   0.578    -0.207  


10.039   0.458    0.472    -1.051   -0.265   0.593    -0.207  


10.051   0.445    0.466    -1.052   -0.260   0.608    -0.207  


10.064   0.432    0.460    -1.053   -0.254   0.622    -0.206  


10.077   0.418    0.453    -1.055   -0.248   0.636    -0.205  


10.091   0.405    0.445    -1.056   -0.242   0.651    -0.204  


10.104   0.392    0.438    -1.057   -0.235   0.665    -0.202  


10.118   0.378    0.429    -1.058   -0.229   0.680    -0.200  


10.132   0.364    0.420    -1.059   -0.222   0.695    -0.198  


10.147   0.350    0.410    -1.060   -0.216   0.710    -0.195  


10.162   0.335    0.400    -1.060   -0.208   0.725    -0.191  


10.178   0.320    0.388    -1.061   -0.201   0.740    -0.187  


10.194   0.305    0.376    -1.061   -0.193   0.756    -0.183  


10.211   0.289    0.362    -1.061   -0.185   0.772    -0.177  


10.230   0.272    0.347    -1.061   -0.176   0.789    -0.171  


10.249   0.255    0.332    -1.061   -0.167   0.805    -0.165  


10.268   0.238    0.315    -1.060   -0.157   0.822    -0.157  


10.288   0.221    0.297    -1.059   -0.148   0.838    -0.150  


10.307   0.205    0.279    -1.058   -0.138   0.853    -0.141  


10.327   0.188    0.261    -1.056   -0.128   0.868    -0.133  


10.348   0.172    0.241    -1.054   -0.118   0.882    -0.123  


10.368   0.155    0.221    -1.052   -0.107   0.896    -0.114  


10.390   0.139    0.200    -1.049   -0.096   0.910    -0.103  


10.412   0.122    0.177    -1.045   -0.085   0.924    -0.092  


10.435   0.104    0.154    -1.041   -0.073   0.937    -0.081  


10.459   0.087    0.129    -1.036   -0.060   0.950    -0.069  


10.485   0.068    0.103    -1.031   -0.047   0.962    -0.055  


10.512   0.049    0.074    -1.024   -0.033   0.975    -0.041  


10.541   0.029    0.044    -1.016   -0.018   0.987    -0.026  


10.572   0.007    0.010    -1.006   -0.001   0.999    -0.009  


10.607   -0.017   -0.026   -0.993   0.017    1.011    0.009   


10.642   -0.042   -0.064   -0.979   0.036    1.021    0.028   


10.677   -0.067   -0.100   -0.963   0.054    1.030    0.046   


10.707   -0.089   -0.132   -0.948   0.070    1.037    0.062   


10.736   -0.110   -0.161   -0.933   0.085    1.043    0.077   


10.762   -0.129   -0.188   -0.918   0.098    1.047    0.090   


10.787   -0.149   -0.213   -0.901   0.110    1.051    0.103   


10.812   -0.169   -0.237   -0.885   0.122    1.054    0.116   


10.835   -0.187   -0.260   -0.869   0.132    1.056    0.128   


10.858   -0.206   -0.281   -0.852   0.142    1.058    0.139   


10.879   -0.224   -0.300   -0.835   0.151    1.059    0.149   


10.900   -0.242   -0.319   -0.818   0.159    1.060    0.160   


10.921   -0.261   -0.337   -0.800   0.167    1.061    0.170   


10.941   -0.279   -0.353   -0.782   0.174    1.061    0.180   


10.961   -0.297   -0.369   -0.764   0.180    1.061    0.189   


10.980   -0.315   -0.384   -0.746   0.186    1.061    0.198   


10.998   -0.332   -0.397   -0.728   0.190    1.060    0.207   


11.015   -0.348   -0.409   -0.712   0.194    1.060    0.215   


11.031   -0.364   -0.420   -0.695   0.197    1.059    0.222   


11.047   -0.379   -0.430   -0.679   0.200    1.058    0.230   


11.062   -0.394   -0.439   -0.663   0.202    1.057    0.237   


11.076   -0.409   -0.447   -0.647   0.204    1.056    0.243   


11.090   -0.423   -0.455   -0.631   0.205    1.054    0.250   


11.104   -0.437   -0.462   -0.616   0.206    1.053    0.256   


11.118   -0.450   -0.469   -0.601   0.207    1.051    0.262   


11.131   -0.463   -0.475   -0.587   0.207    1.050    0.268   


11.144   -0.476   -0.480   -0.572   0.207    1.048    0.274   


11.156   -0.489   -0.486   -0.557   0.206    1.046    0.280   


11.169   -0.503   -0.490   -0.542   0.205    1.045    0.285   


11.183   -0.516   -0.495   -0.527   0.204    1.042    0.291   


11.196   -0.529   -0.499   -0.511   0.202    1.040    0.297   


11.209   -0.543   -0.503   -0.495   0.200    1.038    0.303   


11.223   -0.556   -0.507   -0.479   0.198    1.035    0.309   


11.238   -0.570   -0.510   -0.462   0.195    1.033    0.315   


11.252   -0.585   -0.513   -0.445   0.191    1.030    0.321   


11.267   -0.599   -0.515   -0.427   0.188    1.026    0.328   


11.282   -0.614   -0.517   -0.409   0.183    1.023    0.334   


11.297   -0.628   -0.519   -0.391   0.178    1.019    0.341   


11.313   -0.643   -0.520   -0.373   0.173    1.015    0.347   


11.329   -0.658   -0.521   -0.353   0.167    1.011    0.354   


11.346   -0.673   -0.521   -0.334   0.160    1.006    0.361   


11.363   -0.688   -0.521   -0.313   0.153    1.001    0.368   


11.382   -0.704   -0.521   -0.292   0.145    0.996    0.375   


11.401   -0.721   -0.519   -0.269   0.136    0.990    0.383   


11.423   -0.738   -0.517   -0.244   0.126    0.983    0.392   


11.446   -0.756   -0.514   -0.218   0.114    0.974    0.401   


11.469   -0.774   -0.511   -0.191   0.101    0.966    0.410   


11.494   -0.792   -0.506   -0.164   0.088    0.956    0.419   


11.519   -0.810   -0.501   -0.135   0.073    0.945    0.428   


11.545   -0.828   -0.495   -0.106   0.058    0.934    0.438   


11.573   -0.846   -0.488   -0.075   0.041    0.921    0.447   


11.602   -0.864   -0.480   -0.043   0.024    0.906    0.457   


11.632   -0.882   -0.471   -0.008   0.005    0.890    0.467   


11.666   -0.900   -0.461   0.028    -0.016   0.871    0.477   


11.700   -0.917   -0.450   0.066    -0.037   0.851    0.486   


11.734   -0.934   -0.438   0.105    -0.057   0.829    0.495   


11.765   -0.947   -0.427   0.139    -0.075   0.808    0.502   


11.795   -0.959   -0.416   0.173    -0.092   0.786    0.508   


11.823   -0.970   -0.405   0.206    -0.108   0.765    0.513   


11.850   -0.980   -0.394   0.237    -0.122   0.743    0.516   


11.876   -0.989   -0.384   0.267    -0.135   0.722    0.519   


11.900   -0.996   -0.375   0.294    -0.146   0.703    0.521   


11.921   -1.003   -0.366   0.319    -0.155   0.684    0.521   


11.940   -1.008   -0.358   0.341    -0.163   0.667    0.521   


11.959   -1.013   -0.350   0.364    -0.170   0.650    0.521   


11.978   -1.018   -0.343   0.385    -0.177   0.633    0.519   


11.995   -1.022   -0.335   0.406    -0.182   0.616    0.518   


12.012   -1.026   -0.328   0.426    -0.187   0.600    0.515   


12.028   -1.030   -0.321   0.445    -0.191   0.584    0.513   


12.044   -1.033   -0.314   0.464    -0.195   0.569    0.510   


12.059   -1.036   -0.308   0.482    -0.198   0.554    0.506   


12.074   -1.039   -0.301   0.500    -0.201   0.539    0.502   


12.089   -1.041   -0.295   0.517    -0.203   0.524    0.498   


12.103   -1.043   -0.289   0.533    -0.204   0.510    0.493   


12.117   -1.045   -0.283   0.549    -0.206   0.496    0.488   


12.130   -1.047   -0.277   0.565    -0.206   0.483    0.483   


12.143   -1.049   -0.271   0.580    -0.207   0.469    0.477   


12.156   -1.051   -0.265   0.595    -0.207   0.456    0.472   


12.169   -1.052   -0.259   0.609    -0.207   0.443    0.465   


12.182   -1.054   -0.253   0.624    -0.206   0.430    0.459   


12.195   -1.055   -0.247   0.638    -0.205   0.417    0.452   


12.209   -1.056   -0.241   0.653    -0.204   0.404    0.444   


12.222   -1.057   -0.235   0.667    -0.202   0.390    0.436   


12.236   -1.058   -0.228   0.682    -0.200   0.376    0.428   


12.251   -1.059   -0.222   0.697    -0.197   0.362    0.419   


12.265   -1.060   -0.215   0.712    -0.194   0.348    0.409   


12.281   -1.060   -0.207   0.727    -0.191   0.333    0.398   


12.296   -1.061   -0.200   0.743    -0.187   0.318    0.386   


12.313   -1.061   -0.192   0.759    -0.182   0.303    0.374   


12.331   -1.061   -0.184   0.775    -0.176   0.286    0.360   


12.349   -1.061   -0.175   0.792    -0.170   0.269    0.345   


12.368   -1.061   -0.165   0.808    -0.163   0.252    0.329   


12.388   -1.060   -0.156   0.825    -0.156   0.235    0.312   


12.407   -1.059   -0.146   0.840    -0.148   0.218    0.294   


12.427   -1.057   -0.136   0.856    -0.140   0.202    0.276   


12.447   -1.056   -0.126   0.871    -0.131   0.185    0.257   


12.468   -1.054   -0.116   0.885    -0.122   0.169    0.237   


12.489   -1.051   -0.105   0.899    -0.112   0.152    0.217   


12.511   -1.048   -0.094   0.913    -0.101   0.135    0.195   


12.533   -1.045   -0.083   0.926    -0.090   0.118    0.173   


12.557   -1.040   -0.070   0.940    -0.078   0.101    0.149   


12.581   -1.035   -0.058   0.952    -0.066   0.083    0.123   


12.607   -1.029   -0.044   0.965    -0.052   0.064    0.096   


12.634   -1.022   -0.030   0.978    -0.038   0.045    0.067   


12.664   -1.014   -0.014   0.990    -0.022   0.024    0.036   


12.696   -1.003   0.003    1.002    -0.005   0.001    0.002   


12.731   -0.990   0.022    1.013    0.013    -0.023   -0.035  


12.767   -0.975   0.041    1.024    0.032    -0.048   -0.073  


12.801   -0.960   0.058    1.032    0.050    -0.072   -0.108  


12.831   -0.944   0.074    1.039    0.066    -0.094   -0.140  


12.859   -0.929   0.088    1.044    0.080    -0.115   -0.168  


12.886   -0.913   0.101    1.048    0.094    -0.135   -0.196  


12.910   -0.897   0.113    1.051    0.107    -0.154   -0.220  


12.934   -0.881   0.124    1.054    0.119    -0.173   -0.243  


12.957   -0.864   0.135    1.056    0.130    -0.192   -0.265  


12.980   -0.847   0.144    1.058    0.142    -0.211   -0.286  


13.001   -0.830   0.153    1.059    0.152    -0.229   -0.305  


13.022   -0.813   0.161    1.060    0.163    -0.247   -0.324  


13.043   -0.795   0.169    1.061    0.173    -0.266   -0.341  


13.063   -0.777   0.176    1.061    0.182    -0.284   -0.358  


13.083   -0.759   0.182    1.061    0.192    -0.302   -0.374  


13.102   -0.741   0.187    1.061    0.201    -0.320   -0.388  


13.120   -0.723   0.192    1.060    0.209    -0.337   -0.401  


13.136   -0.707   0.195    1.060    0.217    -0.353   -0.412  


13.152   -0.690   0.198    1.059    0.225    -0.369   -0.423  


13.168   -0.674   0.201    1.058    0.232    -0.384   -0.433  


13.183   -0.658   0.203    1.057    0.239    -0.399   -0.442  


13.197   -0.642   0.205    1.055    0.245    -0.413   -0.450  


13.211   -0.627   0.206    1.054    0.252    -0.427   -0.457  


13.225   -0.612   0.206    1.052    0.258    -0.441   -0.464  


13.238   -0.597   0.207    1.051    0.264    -0.454   -0.471  


13.251   -0.582   0.207    1.049    0.270    -0.468   -0.477  


13.264   -0.567   0.206    1.048    0.276    -0.481   -0.482  


13.277   -0.552   0.206    1.046    0.281    -0.494   -0.487  


13.290   -0.537   0.205    1.044    0.287    -0.507   -0.492  


13.304   -0.521   0.203    1.042    0.293    -0.520   -0.496  


13.317   -0.505   0.202    1.039    0.299    -0.534   -0.501  


13.331   -0.489   0.199    1.037    0.305    -0.548   -0.504  


13.345   -0.473   0.197    1.034    0.311    -0.562   -0.508  


13.359   -0.456   0.194    1.031    0.317    -0.576   -0.511  


13.374   -0.438   0.190    1.028    0.324    -0.590   -0.514  


13.389   -0.421   0.186    1.025    0.330    -0.604   -0.516  


13.404   -0.403   0.181    1.022    0.337    -0.619   -0.518  


13.420   -0.384   0.176    1.018    0.343    -0.634   -0.519  


13.436   -0.365   0.171    1.014    0.350    -0.649   -0.521  


13.452   -0.346   0.165    1.009    0.357    -0.664   -0.521  


13.469   -0.326   0.158    1.005    0.364    -0.679   -0.521  


13.487   -0.305   0.150    0.999    0.371    -0.694   -0.521  


13.506   -0.283   0.142    0.993    0.379    -0.711   -0.520  


13.526   -0.259   0.132    0.987    0.387    -0.728   -0.519  


13.549   -0.234   0.121    0.979    0.395    -0.746   -0.516  


13.572   -0.207   0.109    0.971    0.404    -0.764   -0.513  


13.596   -0.179   0.095    0.962    0.414    -0.782   -0.509  


13.621   -0.151   0.081    0.952    0.423    -0.800   -0.504  


13.647   -0.122   0.067    0.940    0.432    -0.818   -0.499  
