# t      x1       y1       x2       y2       x3       y3      


15.214   1.061    0.199    -0.316   -0.385   -0.745   0.186   


15.233   1.060    0.208    -0.334   -0.399   -0.727   0.191   


15.249   1.060    0.216    -0.350   -0.410   -0.710   0.195   


15.266   1.059    0.223    -0.366   -0.421   -0.693   0.198   


15.281   1.058    0.231    -0.381   -0.431   -0.677   0.201   


15.297   1.057    0.238    -0.396   -0.440   -0.660   0.203   


15.311   1.055    0.244    -0.411   -0.449   -0.645   0.204   


15.325   1.054    0.251    -0.425   -0.456   -0.629   0.206   


15.339   1.053    0.257    -0.439   -0.463   -0.614   0.206   


15.353   1.051    0.263    -0.452   -0.470   -0.599   0.207   


15.366   1.050    0.269    -0.466   -0.476   -0.584   0.207   


15.379   1.048    0.275    -0.479   -0.481   -0.569   0.207   


15.392   1.046    0.281    -0.492   -0.487   -0.554   0.206   


15.405   1.044    0.287    -0.505   -0.491   -0.539   0.205   


15.418   1.042    0.292    -0.519   -0.496   -0.523   0.204   


15.432   1.040    0.298    -0.532   -0.500   -0.507   0.202   


15.446   1.037    0.304    -0.546   -0.504   -0.491   0.200   


15.460   1.035    0.311    -0.560   -0.507   -0.475   0.197   


15.474   1.032    0.317    -0.574   -0.511   -0.458   0.194   


15.489   1.029    0.323    -0.589   -0.513   -0.440   0.190   


15.504   1.025    0.330    -0.603   -0.516   -0.422   0.186   


15.519   1.022    0.336    -0.618   -0.518   -0.404   0.182   


15.535   1.018    0.343    -0.632   -0.519   -0.386   0.177   


15.551   1.014    0.349    -0.647   -0.520   -0.367   0.171   


15.567   1.010    0.356    -0.662   -0.521   -0.347   0.165   


15.584   1.005    0.363    -0.678   -0.521   -0.327   0.158   


15.602   1.000    0.370    -0.693   -0.521   -0.306   0.151   


15.621   0.994    0.378    -0.710   -0.520   -0.284   0.142   


15.642   0.987    0.386    -0.727   -0.519   -0.261   0.132   


15.664   0.980    0.395    -0.745   -0.516   -0.235   0.121   


15.687   0.971    0.404    -0.763   -0.513   -0.208   0.109   


15.711   0.962    0.413    -0.781   -0.509   -0.181   0.096   


15.736   0.952    0.422    -0.800   -0.505   -0.152   0.082   


15.762   0.941    0.432    -0.818   -0.499   -0.123   0.067   


15.789   0.929    0.441    -0.836   -0.493   -0.093   0.051   


15.817   0.915    0.451    -0.854   -0.485   -0.061   0.034   


15.847   0.900    0.461    -0.872   -0.477   -0.028   0.015   


15.880   0.882    0.471    -0.890   -0.467   0.008    -0.004  


15.913   0.862    0.481    -0.908   -0.456   0.045    -0.025  


15.948   0.841    0.490    -0.925   -0.444   0.084    -0.046  


15.980   0.820    0.498    -0.940   -0.433   0.120    -0.065  


16.010   0.799    0.505    -0.952   -0.422   0.154    -0.083  


16.039   0.777    0.510    -0.964   -0.411   0.187    -0.099  


16.067   0.756    0.514    -0.975   -0.400   0.219    -0.114  


16.094   0.734    0.518    -0.984   -0.390   0.250    -0.128  


16.120   0.713    0.520    -0.993   -0.380   0.279    -0.140  


16.143   0.694    0.521    -1.000   -0.371   0.306    -0.150  


16.163   0.676    0.521    -1.006   -0.362   0.330    -0.159  


16.183   0.658    0.521    -1.011   -0.354   0.353    -0.167  


16.202   0.640    0.520    -1.016   -0.346   0.376    -0.174  


16.220   0.623    0.518    -1.020   -0.339   0.397    -0.180  


16.237   0.607    0.516    -1.024   -0.331   0.417    -0.185  


16.254   0.591    0.514    -1.028   -0.324   0.437    -0.190  


16.270   0.575    0.511    -1.032   -0.317   0.456    -0.194  


16.286   0.560    0.507    -1.035   -0.310   0.475    -0.197  


16.301   0.545    0.504    -1.038   -0.304   0.493    -0.200  


16.316   0.530    0.499    -1.040   -0.297   0.510    -0.202  


16.330   0.515    0.495    -1.043   -0.291   0.527    -0.204  


16.344   0.501    0.490    -1.045   -0.285   0.544    -0.205  


16.358   0.487    0.485    -1.047   -0.279   0.559    -0.206  


16.372   0.474    0.479    -1.049   -0.273   0.575    -0.207  


16.385   0.460    0.474    -1.050   -0.267   0.590    -0.207  


16.398   0.447    0.467    -1.052   -0.261   0.604    -0.207  


16.411   0.434    0.461    -1.053   -0.255   0.619    -0.206  


16.424   0.421    0.454    -1.055   -0.249   0.634    -0.205  


16.437   0.407    0.447    -1.056   -0.243   0.648    -0.204  


16.451   0.394    0.439    -1.057   -0.236   0.663    -0.202  


16.465   0.380    0.430    -1.058   -0.230   0.678    -0.200  


16.479   0.366    0.421    -1.059   -0.223   0.693    -0.198  


16.494   0.352    0.411    -1.060   -0.216   0.708    -0.195  


16.510   0.337    0.401    -1.060   -0.209   0.723    -0.192  


16.525   0.322    0.389    -1.061   -0.202   0.739    -0.188  


16.542   0.306    0.377    -1.061   -0.194   0.755    -0.183  


16.559   0.290    0.363    -1.061   -0.185   0.771    -0.178  


16.578   0.273    0.348    -1.061   -0.177   0.788    -0.172  


16.597   0.256    0.332    -1.061   -0.167   0.805    -0.165  


16.617   0.238    0.315    -1.060   -0.158   0.821    -0.157  


16.637   0.221    0.297    -1.059   -0.148   0.838    -0.150  


16.657   0.205    0.279    -1.058   -0.138   0.853    -0.141  


16.677   0.188    0.260    -1.056   -0.128   0.868    -0.132  


16.697   0.171    0.240    -1.054   -0.117   0.883    -0.123  


16.719   0.154    0.220    -1.051   -0.107   0.897    -0.113  


16.740   0.137    0.198    -1.049   -0.096   0.911    -0.103  


16.763   0.120    0.176    -1.045   -0.084   0.925    -0.092  


16.786   0.103    0.152    -1.041   -0.072   0.938    -0.080  


16.811   0.085    0.126    -1.036   -0.059   0.951    -0.067  


16.837   0.066    0.099    -1.030   -0.045   0.964    -0.054  


16.865   0.046    0.070    -1.023   -0.031   0.977    -0.039  


16.894   0.025    0.039    -1.014   -0.015   0.989    -0.024  


16.927   0.003    0.004    -1.004   0.002    1.001    -0.006  


16.962   -0.022   -0.033   -0.991   0.021    1.013    0.012   


16.998   -0.047   -0.071   -0.976   0.040    1.023    0.032   


17.032   -0.071   -0.107   -0.960   0.058    1.032    0.049   


17.063   -0.094   -0.139   -0.945   0.073    1.038    0.065   


17.091   -0.115   -0.168   -0.929   0.088    1.044    0.080   


17.118   -0.135   -0.195   -0.913   0.101    1.048    0.094   


17.143   -0.154   -0.220   -0.897   0.113    1.052    0.107   


17.167   -0.174   -0.244   -0.881   0.124    1.054    0.119   


17.191   -0.193   -0.266   -0.864   0.135    1.057    0.131   


17.213   -0.211   -0.287   -0.847   0.145    1.058    0.142   


17.235   -0.230   -0.306   -0.830   0.154    1.060    0.153   


17.256   -0.248   -0.325   -0.812   0.162    1.060    0.163   


17.277   -0.267   -0.342   -0.794   0.169    1.061    0.173   


17.297   -0.285   -0.359   -0.776   0.176    1.061    0.183   


17.317   -0.304   -0.375   -0.757   0.182    1.061    0.193   


17.336   -0.322   -0.389   -0.739   0.188    1.061    0.202   


17.354   -0.339   -0.402   -0.721   0.192    1.060    0.210   


17.371   -0.355   -0.414   -0.705   0.196    1.059    0.218   


17.387   -0.371   -0.424   -0.688   0.199    1.059    0.226   


17.403   -0.386   -0.434   -0.671   0.201    1.057    0.233   


17.418   -0.401   -0.443   -0.655   0.203    1.056    0.240   


17.432   -0.415   -0.451   -0.640   0.205    1.055    0.246   


17.446   -0.430   -0.459   -0.624   0.206    1.054    0.253   


17.460   -0.443   -0.466   -0.609   0.207    1.052    0.259   


17.473   -0.457   -0.472   -0.594   0.207    1.051    0.265   


17.487   -0.470   -0.478   -0.579   0.207    1.049    0.271   


17.500   -0.484   -0.483   -0.564   0.206    1.047    0.277   


17.513   -0.497   -0.488   -0.549   0.206    1.045    0.283   


17.526   -0.510   -0.493   -0.533   0.204    1.043    0.289   


17.539   -0.524   -0.497   -0.518   0.203    1.041    0.295   


17.553   -0.537   -0.502   -0.501   0.201    1.039    0.301   


17.567   -0.551   -0.505   -0.485   0.199    1.036    0.307   


17.581   -0.565   -0.509   -0.468   0.196    1.034    0.313   


17.596   -0.580   -0.512   -0.451   0.193    1.031    0.319   


17.611   -0.594   -0.514   -0.433   0.189    1.027    0.326   


17.626   -0.609   -0.517   -0.415   0.185    1.024    0.332   


17.642   -0.624   -0.518   -0.397   0.180    1.020    0.339   


17.658   -0.638   -0.520   -0.378   0.175    1.017    0.345   


17.674   -0.653   -0.521   -0.359   0.169    1.012    0.352   


17.691   -0.669   -0.521   -0.339   0.162    1.008    0.359   


17.708   -0.684   -0.521   -0.319   0.155    1.003    0.366   


17.726   -0.700   -0.521   -0.297   0.147    0.997    0.374   


17.746   -0.717   -0.520   -0.274   0.138    0.991    0.381   


17.767   -0.734   -0.518   -0.250   0.128    0.984    0.390   


17.790   -0.753   -0.515   -0.224   0.116    0.976    0.399   


17.814   -0.771   -0.512   -0.196   0.104    0.967    0.408   


17.838   -0.789   -0.507   -0.168   0.090    0.958    0.417   


17.864   -0.807   -0.502   -0.140   0.076    0.947    0.427   


17.890   -0.826   -0.496   -0.110   0.060    0.936    0.436   


17.918   -0.844   -0.489   -0.079   0.043    0.923    0.446   


17.947   -0.862   -0.481   -0.046   0.026    0.908    0.456   


17.978   -0.880   -0.472   -0.012   0.007    0.892    0.466   


18.012   -0.898   -0.462   0.025    -0.014   0.873    0.476   


18.046   -0.916   -0.451   0.064    -0.035   0.852    0.486   


18.081   -0.933   -0.438   0.103    -0.056   0.830    0.495   


18.113   -0.947   -0.427   0.138    -0.075   0.809    0.502   


18.143   -0.959   -0.416   0.172    -0.092   0.787    0.508   


18.171   -0.970   -0.405   0.204    -0.107   0.766    0.513   


18.198   -0.980   -0.395   0.235    -0.121   0.745    0.516   


18.224   -0.989   -0.385   0.265    -0.134   0.724    0.519   


18.248   -0.996   -0.375   0.293    -0.145   0.703    0.521   


18.269   -1.003   -0.366   0.318    -0.155   0.685    0.521   


18.289   -1.008   -0.358   0.341    -0.163   0.667    0.521   


18.308   -1.013   -0.350   0.364    -0.170   0.650    0.521   


18.327   -1.018   -0.343   0.386    -0.177   0.632    0.519   


18.345   -1.022   -0.335   0.407    -0.182   0.616    0.518   


18.362   -1.026   -0.328   0.427    -0.187   0.599    0.515   


18.378   -1.030   -0.321   0.447    -0.192   0.583    0.512   


18.394   -1.033   -0.314   0.465    -0.195   0.568    0.509   


18.410   -1.036   -0.307   0.484    -0.198   0.552    0.506   


18.425   -1.039   -0.300   0.502    -0.201   0.537    0.502   


18.440   -1.041   -0.294   0.519    -0.203   0.522    0.497   


18.454   -1.044   -0.288   0.536    -0.205   0.508    0.492   


18.468   -1.046   -0.282   0.552    -0.206   0.494    0.487   


18.482   -1.048   -0.275   0.567    -0.206   0.480    0.482   


18.495   -1.049   -0.269   0.583    -0.207   0.467    0.476   


18.508   -1.051   -0.264   0.598    -0.207   0.453    0.470   


18.521   -1.053   -0.258   0.612    -0.206   0.440    0.464   


18.534   -1.054   -0.252   0.627    -0.206   0.427    0.457   


18.548   -1.055   -0.246   0.642    -0.205   0.414    0.450   


18.561   -1.056   -0.239   0.656    -0.203   0.400    0.442   


18.575   -1.057   -0.233   0.671    -0.201   0.386    0.434   


18.590   -1.058   -0.226   0.686    -0.199   0.372    0.425   


18.604   -1.059   -0.219   0.701    -0.196   0.358    0.416   


18.619   -1.060   -0.212   0.717    -0.193   0.343    0.405   


18.635   -1.061   -0.205   0.732    -0.189   0.328    0.394   


18.651   -1.061   -0.197   0.748    -0.185   0.313    0.382   


18.668   -1.061   -0.189   0.765    -0.180   0.297    0.369   


18.687   -1.061   -0.180   0.781    -0.174   0.280    0.354   


18.706   -1.061   -0.171   0.798    -0.168   0.263    0.339   


18.725   -1.060   -0.161   0.815    -0.160   0.245    0.322   


18.745   -1.059   -0.152   0.831    -0.153   0.228    0.304   


18.765   -1.058   -0.142   0.847    -0.145   0.211    0.286   


18.785   -1.057   -0.132   0.863    -0.136   0.194    0.267   


18.806   -1.055   -0.121   0.877    -0.127   0.177    0.248   


18.827   -1.052   -0.111   0.892    -0.117   0.161    0.228   


18.849   -1.050   -0.100   0.906    -0.107   0.144    0.206   


18.871   -1.046   -0.088   0.920    -0.096   0.126    0.184   


18.894   -1.042   -0.076   0.933    -0.084   0.109    0.160   


18.919   -1.038   -0.064   0.947    -0.072   0.091    0.135   


18.944   -1.032   -0.050   0.960    -0.058   0.073    0.109   


18.971   -1.025   -0.036   0.972    -0.044   0.053    0.080   


19.000   -1.017   -0.021   0.985    -0.029   0.033    0.049   


19.032   -1.008   -0.004   0.997    -0.012   0.011    0.016   


19.067   -0.995   0.015    1.009    0.006    -0.014   -0.021  


19.103   -0.981   0.034    1.020    0.025    -0.039   -0.059  


19.138   -0.965   0.052    1.029    0.044    -0.064   -0.096  


19.170   -0.950   0.069    1.037    0.061    -0.087   -0.129  


19.199   -0.934   0.083    1.042    0.076    -0.108   -0.159  


19.226   -0.918   0.097    1.047    0.090    -0.128   -0.186  


19.252   -0.902   0.110    1.051    0.103    -0.149   -0.213  


19.277   -0.885   0.121    1.054    0.116    -0.168   -0.237  


19.301   -0.868   0.132    1.056    0.128    -0.188   -0.260  


19.324   -0.851   0.142    1.058    0.139    -0.207   -0.282  


19.346   -0.834   0.151    1.059    0.150    -0.225   -0.302  


19.367   -0.816   0.160    1.060    0.161    -0.244   -0.321  


19.388   -0.798   0.168    1.061    0.171    -0.263   -0.338  


19.409   -0.780   0.175    1.061    0.181    -0.281   -0.355  


19.429   -0.761   0.181    1.061    0.191    -0.300   -0.372  


19.448   -0.743   0.186    1.061    0.200    -0.318   -0.386  


19.467   -0.725   0.191    1.060    0.208    -0.335   -0.400  


19.484   -0.708   0.195    1.060    0.216    -0.351   -0.411  


19.500   -0.691   0.198    1.059    0.224    -0.367   -0.422  


19.516   -0.675   0.201    1.058    0.231    -0.383   -0.432  


19.531   -0.658   0.203    1.057    0.238    -0.398   -0.441  


19.546   -0.642   0.205    1.055    0.245    -0.413   -0.450  


19.560   -0.627   0.206    1.054    0.252    -0.427   -0.457  


19.574   -0.611   0.206    1.052    0.258    -0.441   -0.464  


19.588   -0.596   0.207    1.051    0.264    -0.455   -0.471  


19.601   -0.581   0.207    1.049    0.270    -0.468   -0.477  


19.614   -0.566   0.206    1.048    0.276    -0.481   -0.482  


19.627   -0.551   0.206    1.046    0.282    -0.495   -0.488  


19.640   -0.535   0.205    1.044    0.288    -0.508   -0.492  


19.654   -0.520   0.203    1.041    0.294    -0.522   -0.497  


19.668   -0.504   0.201    1.039    0.300    -0.536   -0.501  


19.682   -0.487   0.199    1.037    0.306    -0.549   -0.505  


19.696   -0.470   0.196    1.034    0.312    -0.564   -0.508  


19.711   -0.453   0.193    1.031    0.318    -0.578   -0.511  


19.726   -0.435   0.189    1.028    0.325    -0.593   -0.514  


19.741   -0.417   0.185    1.024    0.331    -0.607   -0.516  


19.756   -0.399   0.180    1.021    0.338    -0.622   -0.518  


19.772   -0.380   0.175    1.017    0.345    -0.637   -0.520  


19.789   -0.361   0.169    1.013    0.351    -0.652   -0.521  


19.806   -0.341   0.163    1.008    0.358    -0.667   -0.521  


19.823   -0.320   0.156    1.003    0.366    -0.683   -0.521  


19.841   -0.299   0.148    0.998    0.373    -0.699   -0.521  


19.861   -0.276   0.139    0.992    0.381    -0.716   -0.520  


19.882   -0.252   0.129    0.985    0.389    -0.733   -0.518  


19.905   -0.225   0.117    0.977    0.398    -0.751   -0.515  


19.929   -0.198   0.104    0.968    0.407    -0.770   -0.512  


19.953   -0.170   0.091    0.958    0.417    -0.788   -0.508  


19.979   -0.141   0.076    0.948    0.426    -0.807   -0.502  


20.005   -0.111   0.061    0.936    0.436    -0.825   -0.496  


20.033   -0.080   0.044    0.923    0.445    -0.843   -0.490  


20.063   -0.048   0.026    0.909    0.455    -0.861   -0.482  


20.094   -0.013   0.007    0.892    0.465    -0.879   -0.473  


20.127   0.024    -0.014   0.873    0.476    -0.898   -0.462  


20.162   0.063    -0.035   0.853    0.486    -0.916   -0.451  


20.197   0.102    -0.056   0.830    0.495    -0.932   -0.439  


20.229   0.138    -0.075   0.809    0.502    -0.946   -0.427  


20.259   0.172    -0.092   0.787    0.508    -0.959   -0.416  


20.287   0.204    -0.107   0.766    0.513    -0.970   -0.405  


20.314   0.235    -0.121   0.745    0.516    -0.980   -0.395  


20.341   0.265    -0.134   0.723    0.519    -0.989   -0.385  


20.364   0.293    -0.146   0.703    0.521    -0.996   -0.375  


20.386   0.319    -0.155   0.684    0.521    -1.003   -0.366  


20.406   0.342    -0.163   0.667    0.521    -1.008   -0.358  


20.425   0.365    -0.171   0.649    0.521    -1.014   -0.350  


20.444   0.387    -0.177   0.632    0.519    -1.018   -0.342  


20.462   0.408    -0.183   0.615    0.517    -1.023   -0.335  


20.479   0.428    -0.188   0.598    0.515    -1.026   -0.327  


20.495   0.448    -0.192   0.582    0.512    -1.030   -0.320  


20.512   0.467    -0.196   0.567    0.509    -1.033   -0.313  


20.527   0.485    -0.199   0.551    0.505    -1.036   -0.307  


20.542   0.503    -0.201   0.536    0.501    -1.039   -0.300  


20.557   0.520    -0.203   0.521    0.497    -1.042   -0.294  


20.572   0.537    -0.205   0.507    0.492    -1.044   -0.287  


20.585   0.553    -0.206   0.493    0.487    -1.046   -0.281  


20.599   0.569    -0.207   0.479    0.481    -1.048   -0.275  


20.613   0.584    -0.207   0.465    0.476    -1.050   -0.269  


20.626   0.599    -0.207   0.452    0.470    -1.051   -0.263  


20.639   0.614    -0.206   0.439    0.463    -1.053   -0.257  


20.652   0.629    -0.206   0.425    0.457    -1.054   -0.251  


20.666   0.644    -0.204   0.412    0.449    -1.055   -0.245  


20.679   0.658    -0.203   0.398    0.441    -1.057   -0.238  


20.693   0.673    -0.201   0.384    0.433    -1.058   -0.232  


20.708   0.688    -0.199   0.370    0.424    -1.059   -0.225  


20.723   0.704    -0.196   0.356    0.414    -1.059   -0.218  


20.738   0.719    -0.193   0.341    0.404    -1.060   -0.211  


20.754   0.735    -0.189   0.326    0.392    -1.061   -0.204  


20.770   0.751    -0.184   0.310    0.380    -1.061   -0.196  


20.788   0.767    -0.179   0.294    0.367    -1.061   -0.188  


20.806   0.784    -0.173   0.277    0.352    -1.061   -0.179  


20.825   0.801    -0.166   0.260    0.336    -1.061   -0.169  


20.845   0.818    -0.159   0.242    0.319    -1.060   -0.160  


20.865   0.834    -0.151   0.225    0.301    -1.059   -0.150  


20.885   0.850    -0.143   0.208    0.283    -1.058   -0.140  


20.906   0.865    -0.134   0.191    0.264    -1.056   -0.130  


20.926   0.880    -0.125   0.174    0.244    -1.054   -0.119  


20.948   0.895    -0.115   0.157    0.223    -1.052   -0.109  


20.970   0.909    -0.104   0.140    0.202    -1.049   -0.097  


20.992   0.923    -0.093   0.123    0.179    -1.046   -0.086  


21.016   0.936    -0.081   0.105    0.155    -1.041   -0.074  


21.041   0.949    -0.069   0.087    0.130    -1.037   -0.061  


21.067   0.962    -0.055   0.068    0.102    -1.031   -0.047  


21.094   0.975    -0.041   0.049    0.073    -1.024   -0.033  


21.124   0.988    -0.025   0.028    0.042    -1.015   -0.017  


21.156   1.000    -0.008   0.005    0.008    -1.005   0.000   


21.192   1.012    0.011    -0.020   -0.030   -0.992   0.019   


21.228   1.023    0.030    -0.045   -0.069   -0.977   0.038   


21.263   1.031    0.048    -0.070   -0.105   -0.961   0.057   


21.294   1.038    0.065    -0.093   -0.138   -0.945   0.073   


21.323   1.044    0.080    -0.114   -0.167   -0.930   0.087   


21.349   1.048    0.093    -0.134   -0.193   -0.914   0.100   


21.375   1.051    0.106    -0.154   -0.219   -0.898   0.113   


21.400   1.054    0.119    -0.174   -0.243   -0.881   0.124   


21.424   1.057    0.131    -0.193   -0.266   -0.864   0.135   


21.446   1.058    0.142    -0.212   -0.287   -0.846   0.145   


21.468   1.060    0.153    -0.231   -0.307   -0.829   0.154   


21.490   1.060    0.164    -0.249   -0.326   -0.811   0.162   


21.511   1.061    0.174    -0.268   -0.344   -0.793   0.170   


21.531   1.061    0.184    -0.287   -0.360   -0.774   0.177   


21.552   1.061    0.194    -0.306   -0.376   -0.755   0.183   


21.571   1.061    0.202    -0.323   -0.390   -0.737   0.188   


21.589   1.060    0.211    -0.341   -0.404   -0.719   0.192   


21.606   1.059    0.219    -0.358   -0.416   -0.702   0.196   


21.623   1.058    0.227    -0.374   -0.426   -0.685   0.199   


21.639   1.057    0.234    -0.389   -0.436   -0.668   0.202   


21.654   1.056    0.241    -0.404   -0.445   -0.652   0.204   


21.668   1.055    0.248    -0.419   -0.453   -0.636   0.205   


21.682   1.053    0.254    -0.433   -0.461   -0.620   0.206   


21.696   1.052    0.261    -0.447   -0.467   -0.605   0.207   


21.710   1.050    0.267    -0.461   -0.474   -0.589   0.207   


21.723   1.049    0.273    -0.474   -0.479   -0.574   0.207   


21.736   1.047    0.279    -0.488   -0.485   -0.559   0.206   


21.750   1.045    0.285    -0.501   -0.490   -0.544   0.205   


21.763   1.043    0.291    -0.514   -0.495   -0.528   0.204   


21.777   1.040    0.297    -0.528   -0.499   -0.512   0.202   


21.791   1.038    0.303    -0.542   -0.503   -0.496   0.200   


21.805   1.035    0.309    -0.556   -0.507   -0.479   0.198   


21.819   1.033    0.315    -0.571   -0.510   -0.462   0.195   


21.834   1.029    0.322    -0.585   -0.513   -0.444   0.191   


21.849   1.026    0.328    -0.600   -0.515   -0.426   0.187   


21.865   1.023    0.335    -0.615   -0.517   -0.408   0.183   


21.881   1.019    0.341    -0.630   -0.519   -0.389   0.178   


21.897   1.015    0.348    -0.645   -0.520   -0.370   0.172   


21.914   1.010    0.355    -0.660   -0.521   -0.351   0.166   


21.931   1.006    0.362    -0.675   -0.521   -0.330   0.159   


21.949   1.000    0.369    -0.691   -0.521   -0.309   0.152   


21.968   0.995    0.377    -0.708   -0.520   -0.287   0.143   


21.988   0.988    0.385    -0.725   -0.519   -0.263   0.134   


22.011   0.980    0.394    -0.743   -0.517   -0.237   0.122   


22.034   0.972    0.403    -0.762   -0.513   -0.210   0.110   


22.059   0.963    0.413    -0.780   -0.510   -0.183   0.097   


22.084   0.953    0.422    -0.799   -0.505   -0.154   0.083   


22.110   0.941    0.432    -0.817   -0.499   -0.125   0.068   


22.137   0.929    0.441    -0.835   -0.493   -0.094   0.051   


22.166   0.915    0.451    -0.853   -0.485   -0.062   0.034   


22.197   0.900    0.461    -0.872   -0.477   -0.028   0.015   


22.229   0.882    0.471    -0.890   -0.467   0.008    -0.005  


22.264   0.862    0.481    -0.908   -0.456   0.047    -0.026  


22.299   0.840    0.491    -0.926   -0.444   0.086    -0.047  


22.331   0.818    0.499    -0.940   -0.432   0.122    -0.066  


22.362   0.797    0.505    -0.953   -0.421   0.156    -0.084  


22.391   0.775    0.511    -0.965   -0.410   0.190    -0.101  


22.419   0.753    0.515    -0.976   -0.399   0.222    -0.116  


22.447   0.732    0.518    -0.985   -0.389   0.253    -0.129  


22.473   0.710    0.520    -0.994   -0.378   0.284    -0.142  


22.495   0.690    0.521    -1.001   -0.369   0.310    -0.152  


22.516   0.672    0.521    -1.007   -0.361   0.334    -0.161  


22.536   0.654    0.521    -1.012   -0.352   0.358    -0.168  


22.555   0.637    0.520    -1.017   -0.344   0.380    -0.175  


22.573   0.620    0.518    -1.021   -0.337   0.402    -0.181  


22.591   0.603    0.516    -1.025   -0.329   0.422    -0.186  


22.607   0.587    0.513    -1.029   -0.322   0.442    -0.191  


22.624   0.571    0.510    -1.032   -0.315   0.462    -0.195  


22.640   0.555    0.506    -1.036   -0.308   0.480    -0.198  


22.655   0.540    0.502    -1.038   -0.302   0.498    -0.201  


22.670   0.525    0.498    -1.041   -0.295   0.516    -0.203  


22.684   0.510    0.493    -1.043   -0.289   0.533    -0.204  


22.698   0.496    0.488    -1.045   -0.282   0.549    -0.206  


22.712   0.482    0.483    -1.047   -0.276   0.565    -0.206  


22.726   0.469    0.477    -1.049   -0.270   0.581    -0.207  


22.739   0.455    0.471    -1.051   -0.264   0.596    -0.207  


22.752   0.442    0.465    -1.052   -0.258   0.611    -0.206  


22.766   0.428    0.458    -1.054   -0.252   0.626    -0.206  


22.779   0.415    0.451    -1.055   -0.246   0.640    -0.205  


22.793   0.401    0.443    -1.056   -0.240   0.655    -0.203  


22.807   0.387    0.435    -1.057   -0.233   0.670    -0.201  


22.821   0.373    0.426    -1.058   -0.227   0.686    -0.199  


22.836   0.358    0.416    -1.059   -0.220   0.701    -0.196  


22.851   0.344    0.406    -1.060   -0.213   0.716    -0.193  


22.867   0.329    0.394    -1.061   -0.205   0.732    -0.189  


22.884   0.313    0.382    -1.061   -0.197   0.748    -0.185  


22.901   0.297    0.369    -1.061   -0.189   0.764    -0.180  


22.919   0.280    0.354    -1.061   -0.180   0.781    -0.174  


22.939   0.262    0.338    -1.061   -0.171   0.799    -0.168  


22.959   0.245    0.321    -1.060   -0.161   0.815    -0.160  


22.979   0.227    0.304    -1.059   -0.151   0.832    -0.152  


22.999   0.210    0.285    -1.058   -0.141   0.848    -0.144  


23.019   0.193    0.266    -1.057   -0.131   0.863    -0.135  


23.040   0.176    0.247    -1.055   -0.121   0.878    -0.126  


23.061   0.159    0.226    -1.052   -0.110   0.893    -0.116  


23.083   0.142    0.204    -1.049   -0.099   0.907    -0.106  


23.106   0.125    0.182    -1.046   -0.087   0.921    -0.094  


23.130   0.107    0.158    -1.042   -0.075   0.935    -0.083  


23.154   0.089    0.132    -1.037   -0.062   0.948    -0.070  


23.180   0.070    0.105    -1.031   -0.048   0.961    -0.057  


23.208   0.050    0.076    -1.024   -0.034   0.974    -0.042  


23.238   0.030    0.045    -1.016   -0.018   0.987    -0.027  


23.270   0.007    0.011    -1.006   -0.001   0.999    -0.009  


23.305   -0.018   -0.027   -0.993   0.018    1.011    0.009   


23.342   -0.044   -0.066   -0.978   0.037    1.022    0.029   


23.377   -0.069   -0.103   -0.962   0.056    1.031    0.047   


23.409   -0.091   -0.136   -0.946   0.072    1.038    0.064   


23.438   -0.113   -0.165   -0.931   0.087    1.043    0.079   


23.464   -0.133   -0.192   -0.915   0.100    1.048    0.093   


23.490   -0.153   -0.218   -0.898   0.112    1.051    0.106   


23.516   -0.173   -0.243   -0.881   0.124    1.054    0.119   


23.539   -0.192   -0.266   -0.864   0.135    1.057    0.131   


23.562   -0.212   -0.287   -0.847   0.145    1.058    0.142   


